"SA1","Total population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
1140108,36,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1140109,424,NA,2,NA,2,NA,3,NA,2,NA,1,NA,1
1140110,385,NA,2,NA,2,NA,3,NA,3,NA,1,NA,1
1140111,626,NA,3,NA,1,NA,3,NA,2,NA,1,NA,2
1140112,245,NA,1,NA,3,NA,2,NA,1,NA,1,NA,2
1140113,772,NA,3,NA,1,NA,3,NA,2,NA,1,NA,2
1140114,390,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
1140115,445,NA,1,NA,1,NA,3,NA,3,NA,2,NA,1
1140116,341,NA,2,NA,3,NA,3,NA,3,NA,2,NA,1
1140117,457,NA,3,NA,2,NA,3,NA,3,NA,1,NA,1
1140118,540,NA,3,NA,2,NA,3,NA,2,NA,1,NA,2
1140119,638,NA,3,NA,2,NA,3,NA,3,NA,1,NA,1
1140120,271,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
1140121,1225,NA,3,NA,1,NA,3,NA,2,NA,1,NA,1
1140122,326,NA,2,NA,2,NA,3,NA,3,NA,1,NA,1
1140201,458,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2
1140202,458,NA,3,NA,2,NA,1,NA,2,NA,2,NA,2
1140203,619,NA,3,NA,2,NA,2,NA,2,NA,1,NA,1
1140204,430,NA,3,NA,2,NA,2,NA,2,NA,1,NA,2
1140205,509,NA,3,NA,2,NA,2,NA,2,NA,1,NA,1
1140206,708,NA,2,NA,1,NA,2,NA,1,NA,1,NA,2
1140207,666,NA,3,NA,1,NA,2,NA,2,NA,1,NA,2
1140208,525,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
1140209,309,NA,1,NA,2,NA,2,NA,1,NA,1,NA,3
1140210,426,NA,2,NA,1,NA,2,NA,2,NA,1,NA,2
1140211,677,NA,3,NA,1,NA,3,NA,2,NA,1,NA,2
1140212,322,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140213,409,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1140214,455,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
1140215,389,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
1140216,480,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1140217,285,NA,2,NA,3,NA,1,NA,3,NA,1,NA,3
1140218,466,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
1140219,278,NA,2,NA,3,NA,1,NA,2,NA,1,NA,2
1140220,323,NA,1,NA,2,NA,2,NA,3,NA,1,NA,2
1140221,257,NA,1,NA,2,NA,1,NA,3,NA,1,NA,3
1140222,460,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
1140223,475,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1140224,351,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1140225,455,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140226,288,NA,3,NA,3,NA,3,NA,2,NA,1,NA,2
1140227,326,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2
1140228,520,NA,3,NA,2,NA,1,NA,2,NA,1,NA,2
1140229,458,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2
1140230,349,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1
1140231,388,NA,1,NA,1,NA,2,NA,3,NA,1,NA,2
1140232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140233,556,NA,3,NA,1,NA,3,NA,2,NA,1,NA,2
1140234,344,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1140235,298,NA,1,NA,2,NA,3,NA,1,NA,1,NA,3
1140236,358,NA,2,NA,2,NA,3,NA,2,NA,2,NA,3
1140237,356,NA,2,NA,2,NA,2,NA,3,NA,1,NA,2
1140238,478,NA,3,NA,2,NA,2,NA,2,NA,1,NA,1
1140239,439,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
1140240,486,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140241,615,NA,3,NA,1,NA,1,NA,2,NA,2,NA,3
1140242,539,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140243,517,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140244,390,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1140245,488,NA,2,NA,1,NA,2,NA,2,NA,1,NA,3
1140246,547,NA,2,NA,1,NA,2,NA,2,NA,1,NA,2
1140247,461,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
1140248,348,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
1140249,448,NA,3,NA,2,NA,1,NA,2,NA,1,NA,2
1140250,554,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
1140251,407,NA,2,NA,2,NA,2,NA,3,NA,1,NA,3
1140252,529,NA,3,NA,2,NA,2,NA,2,NA,1,NA,3
1140253,401,NA,2,NA,2,NA,1,NA,2,NA,1,NA,2
1140254,207,NA,1,NA,2,NA,3,NA,1,NA,2,NA,2
1140255,274,NA,1,NA,2,NA,3,NA,2,NA,2,NA,3
1140256,407,NA,2,NA,1,NA,3,NA,2,NA,1,NA,3
1140257,389,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
1140301,384,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1140302,405,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1140303,421,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1140304,626,NA,2,NA,1,NA,1,NA,1,NA,2,NA,3
1140305,214,NA,1,NA,3,NA,1,NA,2,NA,2,NA,3
1140306,223,NA,1,NA,2,NA,1,NA,2,NA,2,NA,3
1140307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140308,293,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140309,252,NA,1,NA,2,NA,1,NA,2,NA,2,NA,3
1140310,365,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
1140311,646,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
1140312,466,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
1140313,380,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1140314,499,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
1140315,315,NA,1,NA,2,NA,2,NA,1,NA,3,NA,3
1140316,380,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140317,435,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1140318,511,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140319,446,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1140320,311,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1140321,502,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1140322,518,NA,3,NA,1,NA,1,NA,1,NA,3,NA,3
1140323,423,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1140324,643,NA,3,NA,1,NA,2,NA,1,NA,3,NA,3
1140325,426,NA,2,NA,1,NA,2,NA,2,NA,2,NA,3
1140326,338,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140327,285,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1140328,423,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140329,441,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1140330,410,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140331,345,NA,1,NA,1,NA,1,NA,2,NA,3,NA,3
1140332,526,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140333,308,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1140334,264,NA,1,NA,3,NA,1,NA,1,NA,3,NA,3
1140335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140336,439,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140337,290,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140338,489,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140339,356,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140340,572,NA,3,NA,1,NA,1,NA,2,NA,3,NA,3
1140341,442,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140342,528,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
1140343,295,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1140344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140346,394,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1140347,NA,NA,1,NA,3,NA,3,NA,NA,NA,NA,NA,1
1140348,NA,NA,1,NA,3,NA,3,NA,NA,NA,1,NA,1
1140349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140350,494,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
1140401,544,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140403,266,NA,1,NA,2,NA,1,NA,1,NA,2,NA,2
1140404,513,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140405,376,NA,1,NA,1,NA,1,NA,1,NA,2,NA,3
1140406,140,NA,1,NA,3,NA,1,NA,1,NA,1,NA,3
1140407,254,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1140408,220,NA,1,NA,2,NA,2,NA,1,NA,3,NA,2
1140409,550,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140410,404,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140411,322,NA,1,NA,1,NA,1,NA,1,NA,2,NA,3
1140412,475,NA,2,NA,1,NA,3,NA,1,NA,2,NA,3
1140413,316,NA,1,NA,1,NA,2,NA,1,NA,2,NA,2
1140414,429,NA,2,NA,1,NA,2,NA,1,NA,3,NA,2
1140415,423,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140416,112,NA,1,NA,2,NA,2,NA,1,NA,2,NA,2
1140417,344,NA,1,NA,1,NA,2,NA,2,NA,3,NA,3
1140418,409,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1140419,524,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140420,338,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140421,511,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140422,325,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1140423,302,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140424,337,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140425,405,NA,1,NA,1,NA,1,NA,1,NA,2,NA,3
1140426,301,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140427,615,NA,2,NA,1,NA,2,NA,1,NA,3,NA,3
1140428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140429,421,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140430,452,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140431,493,NA,2,NA,1,NA,2,NA,1,NA,3,NA,3
1140432,267,NA,1,NA,3,NA,3,NA,2,NA,2,NA,2
1140501,330,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
1140502,360,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1140503,261,NA,2,NA,3,NA,3,NA,3,NA,2,NA,3
1140504,461,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1140505,475,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1140506,428,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
1140507,999,NA,3,NA,1,NA,3,NA,2,NA,3,NA,2
1140508,496,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1140509,226,NA,1,NA,3,NA,2,NA,1,NA,2,NA,2
1140510,232,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
1140511,529,NA,2,NA,1,NA,3,NA,2,NA,1,NA,3
1140512,673,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1140513,574,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140514,315,NA,2,NA,3,NA,3,NA,3,NA,2,NA,3
1140515,477,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1140516,390,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
1140517,318,NA,2,NA,3,NA,3,NA,3,NA,3,NA,2
1140518,607,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
1140519,654,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1140520,504,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1140521,429,NA,2,NA,2,NA,3,NA,2,NA,1,NA,2
1140522,549,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140523,400,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
1140524,451,NA,3,NA,2,NA,3,NA,1,NA,3,NA,2
1140525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140526,277,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1140527,471,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140528,529,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1140529,505,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
1140530,270,NA,1,NA,3,NA,3,NA,3,NA,3,NA,3
1140531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140532,216,NA,1,NA,3,NA,2,NA,3,NA,3,NA,3
1140533,247,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140534,486,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
1140535,242,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
1140536,401,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
1140537,402,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1140538,496,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1140539,442,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1140540,264,NA,1,NA,3,NA,2,NA,2,NA,2,NA,2
1140541,309,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1140542,406,NA,3,NA,3,NA,2,NA,3,NA,3,NA,3
1140543,618,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
1140544,290,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1140545,516,NA,2,NA,1,NA,3,NA,3,NA,2,NA,3
1140546,385,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1140547,306,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3
1140548,386,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140549,385,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
1140550,300,NA,1,NA,1,NA,1,NA,2,NA,2,NA,2
1140551,217,NA,1,NA,3,NA,1,NA,2,NA,3,NA,3
1140552,362,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1140553,277,NA,1,NA,3,NA,1,NA,3,NA,3,NA,3
1140554,453,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140555,354,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1140556,260,NA,1,NA,3,NA,1,NA,1,NA,2,NA,3
1140557,282,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
1140558,328,NA,1,NA,1,NA,1,NA,2,NA,3,NA,3
1140559,402,NA,1,NA,1,NA,1,NA,2,NA,3,NA,3
1140560,513,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1140561,272,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1140562,522,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
1140563,373,NA,3,NA,3,NA,3,NA,2,NA,2,NA,2
1140564,393,NA,3,NA,3,NA,3,NA,2,NA,3,NA,1
1140565,1023,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
1140566,820,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
1140567,574,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140568,567,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
1140569,560,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1140570,220,NA,1,NA,2,NA,2,NA,1,NA,2,NA,3
1140571,335,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1140601,246,NA,2,NA,3,NA,2,NA,3,NA,3,NA,2
1140602,326,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1140603,421,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1140604,425,NA,1,NA,1,NA,2,NA,2,NA,2,NA,3
1140605,327,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
1140606,321,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1140607,222,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
1140608,564,NA,3,NA,1,NA,2,NA,3,NA,1,NA,3
1140609,364,NA,1,NA,1,NA,3,NA,3,NA,1,NA,2
1140610,231,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1140611,514,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1140612,260,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1140613,458,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
1140614,286,NA,1,NA,2,NA,2,NA,1,NA,2,NA,3
1140615,352,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1140616,400,NA,1,NA,1,NA,1,NA,1,NA,3,NA,3
1140617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1140618,335,NA,1,NA,2,NA,1,NA,1,NA,2,NA,3
1140619,532,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1140620,355,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1140621,342,NA,1,NA,2,NA,3,NA,2,NA,2,NA,3
1140622,396,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1140623,549,NA,2,NA,1,NA,1,NA,3,NA,2,NA,3
1140624,479,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
1140625,367,NA,2,NA,3,NA,3,NA,2,NA,3,NA,3
1140626,323,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1140627,314,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1140628,298,NA,1,NA,2,NA,1,NA,1,NA,2,NA,3
1140629,399,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1140630,303,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
1140631,365,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1140632,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,NA,1
1140633,480,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
1140634,501,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3
1140635,419,NA,1,NA,1,NA,1,NA,1,NA,2,NA,3
1140636,373,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
1140637,257,NA,1,NA,2,NA,2,NA,1,NA,2,NA,3
1140638,420,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
1140639,311,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
1140640,535,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
1140641,583,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
1140642,536,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
1140643,338,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
1140644,477,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1140645,383,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1140646,458,NA,2,NA,1,NA,3,NA,1,NA,3,NA,2
1140647,361,NA,1,NA,2,NA,3,NA,2,NA,1,NA,2
1140648,507,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1140701,428,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2
1140702,390,NA,2,NA,3,NA,2,NA,3,NA,1,NA,2
1140703,280,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1140704,513,NA,2,NA,1,NA,2,NA,3,NA,1,NA,2
1140705,539,NA,1,NA,1,NA,3,NA,1,NA,1,NA,3
1140706,540,NA,3,NA,2,NA,2,NA,2,NA,1,NA,2
1140707,343,NA,3,NA,3,NA,2,NA,2,NA,1,NA,1
1140708,528,NA,3,NA,1,NA,2,NA,3,NA,1,NA,2
1140709,409,NA,2,NA,2,NA,1,NA,2,NA,1,NA,2
1140710,543,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1140711,364,NA,2,NA,2,NA,1,NA,2,NA,2,NA,2
1140712,575,NA,3,NA,2,NA,3,NA,3,NA,1,NA,2
1140713,332,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1140714,195,NA,1,NA,1,NA,3,NA,3,NA,1,NA,2
1140715,1158,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1140716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140717,815,NA,3,NA,1,NA,3,NA,3,NA,1,NA,2
1140718,274,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1140719,331,NA,1,NA,2,NA,3,NA,3,NA,2,NA,2
1140720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140721,286,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1140722,307,NA,2,NA,3,NA,1,NA,2,NA,1,NA,1
1140723,404,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140724,339,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1140725,391,NA,3,NA,3,NA,2,NA,2,NA,1,NA,1
1140726,355,NA,2,NA,2,NA,3,NA,1,NA,1,NA,1
1140727,528,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140728,403,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140729,372,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140730,246,NA,1,NA,3,NA,3,NA,3,NA,1,NA,2
1140731,272,NA,1,NA,2,NA,2,NA,3,NA,1,NA,2
1140732,475,NA,3,NA,2,NA,2,NA,3,NA,1,NA,2
1140733,265,NA,1,NA,2,NA,2,NA,3,NA,1,NA,2
1140734,271,NA,1,NA,2,NA,3,NA,3,NA,1,NA,2
1140735,363,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1140736,399,NA,2,NA,1,NA,3,NA,3,NA,1,NA,2
1140737,503,NA,1,NA,1,NA,3,NA,1,NA,1,NA,2
1140738,335,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1140739,378,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140740,802,NA,3,NA,1,NA,3,NA,3,NA,2,NA,1
1140741,546,NA,2,NA,1,NA,3,NA,3,NA,2,NA,2
1140742,544,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1140743,559,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1140744,254,NA,1,NA,2,NA,3,NA,3,NA,3,NA,3
1140745,312,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2
1140746,281,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1140801,331,NA,1,NA,2,NA,1,NA,2,NA,1,NA,2
1140802,260,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
1140803,399,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1140804,477,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
1140805,447,NA,2,NA,2,NA,2,NA,3,NA,1,NA,2
1140806,394,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
1140807,479,NA,1,NA,1,NA,1,NA,1,NA,1,NA,2
1140808,283,NA,1,NA,2,NA,2,NA,1,NA,1,NA,3
1140809,273,NA,1,NA,2,NA,2,NA,3,NA,1,NA,1
1140810,450,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140811,240,NA,1,NA,3,NA,2,NA,2,NA,1,NA,2
1140812,448,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140813,409,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1140814,354,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
1140815,362,NA,1,NA,1,NA,3,NA,1,NA,1,NA,3
1140816,272,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140817,398,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140818,278,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1
1140819,349,NA,1,NA,2,NA,1,NA,2,NA,1,NA,1
1140820,331,NA,2,NA,2,NA,2,NA,3,NA,1,NA,1
1140821,526,NA,2,NA,1,NA,2,NA,1,NA,1,NA,1
1140822,445,NA,3,NA,2,NA,1,NA,3,NA,1,NA,1
1140823,344,NA,2,NA,2,NA,1,NA,3,NA,1,NA,1
1140824,205,NA,1,NA,3,NA,3,NA,3,NA,1,NA,2
1140825,401,NA,1,NA,1,NA,1,NA,2,NA,1,NA,2
1140826,532,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
1140827,266,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1
1140828,720,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1140829,378,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1140830,224,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1
1140831,492,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
1140832,419,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1140833,260,NA,1,NA,3,NA,1,NA,2,NA,2,NA,2
1140834,467,NA,2,NA,1,NA,2,NA,2,NA,2,NA,2
1140835,398,NA,2,NA,2,NA,3,NA,2,NA,1,NA,1
1140836,367,NA,2,NA,2,NA,2,NA,2,NA,1,NA,2
1140837,789,NA,3,NA,1,NA,3,NA,3,NA,2,NA,3
1140838,619,NA,3,NA,2,NA,3,NA,3,NA,1,NA,2
1140839,262,NA,1,NA,3,NA,2,NA,3,NA,1,NA,2
1140840,397,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1140841,398,NA,3,NA,3,NA,2,NA,2,NA,1,NA,2
1140842,337,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
1140843,386,NA,1,NA,1,NA,3,NA,1,NA,2,NA,2
1140844,504,NA,3,NA,2,NA,1,NA,2,NA,1,NA,2
1140845,563,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140846,342,NA,2,NA,3,NA,2,NA,2,NA,1,NA,3
1140847,351,NA,2,NA,2,NA,1,NA,3,NA,2,NA,2
1140848,400,NA,2,NA,2,NA,2,NA,1,NA,1,NA,2
1140849,313,NA,2,NA,3,NA,2,NA,2,NA,1,NA,2
1140850,407,NA,2,NA,2,NA,1,NA,2,NA,1,NA,1
1140851,374,NA,2,NA,3,NA,2,NA,3,NA,1,NA,2
1140852,341,NA,2,NA,2,NA,1,NA,2,NA,1,NA,2
1140853,526,NA,2,NA,1,NA,3,NA,3,NA,2,NA,2
1140854,190,NA,1,NA,3,NA,1,NA,1,NA,1,NA,2
1140901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140902,431,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1140903,388,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
1140904,398,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1140905,401,NA,2,NA,1,NA,2,NA,1,NA,1,NA,2
1140906,337,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1140907,527,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1140908,463,NA,3,NA,2,NA,1,NA,2,NA,1,NA,2
1140909,366,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3
