"SA1","Total Persons","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
1149218,390,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
1149219,624,NA,3,NA,1,NA,3,NA,2,NA,2,NA,1
1149220,554,NA,2,NA,1,NA,3,NA,1,NA,2,NA,1
1149221,477,NA,1,NA,1,NA,3,NA,1,NA,1,NA,1
1149222,214,NA,1,NA,2,NA,3,NA,2,NA,2,NA,2
1149223,355,NA,2,NA,2,NA,3,NA,2,NA,1,NA,1
1149224,418,NA,1,NA,1,NA,3,NA,2,NA,1,NA,2
1149225,430,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
1149226,280,NA,2,NA,3,NA,3,NA,2,NA,1,NA,3
1149227,504,NA,2,NA,1,NA,3,NA,3,NA,1,NA,2
1149228,792,NA,3,NA,1,NA,3,NA,1,NA,3,NA,1
1149229,501,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1149230,372,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1149231,462,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1149232,946,NA,3,NA,1,NA,3,NA,1,NA,2,NA,1
1149233,490,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1149234,1057,NA,3,NA,1,NA,3,NA,1,NA,3,NA,1
1149236,735,NA,2,NA,1,NA,3,NA,1,NA,2,NA,1
1149237,1258,NA,3,NA,1,NA,3,NA,1,NA,3,NA,1
1149238,406,NA,2,NA,3,NA,3,NA,3,NA,1,NA,1
1149239,243,NA,1,NA,3,NA,3,NA,2,NA,1,NA,1
1149240,395,NA,1,NA,1,NA,3,NA,3,NA,2,NA,3
1149241,468,NA,3,NA,3,NA,3,NA,2,NA,1,NA,2
1149242,778,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1149243,419,NA,3,NA,3,NA,3,NA,3,NA,1,NA,3
1149244,477,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1149245,382,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1149246,433,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
1149247,478,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
1149248,589,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1149249,763,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
1149250,462,NA,1,NA,1,NA,3,NA,2,NA,1,NA,2
1149251,668,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
1149252,384,NA,1,NA,1,NA,3,NA,1,NA,3,NA,1
1149253,774,NA,3,NA,1,NA,3,NA,1,NA,2,NA,1
1149254,312,NA,1,NA,1,NA,3,NA,2,NA,1,NA,1
1149255,1394,NA,3,NA,1,NA,3,NA,1,NA,2,NA,1
1149256,271,NA,2,NA,3,NA,3,NA,2,NA,1,NA,2
1149257,633,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
1149258,467,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1149259,634,NA,2,NA,1,NA,3,NA,1,NA,1,NA,1
1149301,347,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1149302,482,NA,3,NA,2,NA,2,NA,1,NA,3,NA,3
1149303,508,NA,3,NA,3,NA,1,NA,2,NA,1,NA,1
1149304,438,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
1149305,445,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1149306,508,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
1149307,600,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
1149308,694,NA,1,NA,1,NA,2,NA,1,NA,1,NA,1
1149309,465,NA,3,NA,2,NA,1,NA,3,NA,2,NA,3
1149310,402,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1149311,400,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1
1149312,624,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1149313,476,NA,3,NA,2,NA,2,NA,3,NA,3,NA,2
1149314,378,NA,3,NA,3,NA,2,NA,2,NA,2,NA,3
1149315,545,NA,2,NA,1,NA,1,NA,2,NA,3,NA,2
1149316,375,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
1149317,435,NA,3,NA,2,NA,1,NA,3,NA,2,NA,3
1149318,270,NA,1,NA,3,NA,3,NA,2,NA,1,NA,3
1149319,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,NA,1
1149320,535,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1149321,380,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
1149322,431,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149323,441,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1149324,569,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1149325,445,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1149326,330,NA,2,NA,3,NA,1,NA,2,NA,2,NA,2
1149327,212,NA,1,NA,3,NA,2,NA,3,NA,3,NA,3
1149328,279,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1149329,417,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
1149330,377,NA,2,NA,2,NA,3,NA,3,NA,2,NA,3
1149331,636,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1149332,507,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1149333,384,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1149334,418,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
1149335,640,NA,3,NA,1,NA,1,NA,2,NA,2,NA,3
1149336,464,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1149337,446,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149338,463,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1149339,545,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1149340,745,NA,3,NA,1,NA,3,NA,3,NA,2,NA,2
1149341,514,NA,3,NA,3,NA,1,NA,3,NA,2,NA,3
1149342,575,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1149343,315,NA,1,NA,2,NA,3,NA,3,NA,1,NA,2
1149344,789,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1149345,751,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1149346,443,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
1149347,469,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
1149401,415,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1149402,298,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1149403,411,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1149404,495,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
1149405,513,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1149406,289,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1149407,439,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1149408,740,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
1149409,442,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
1149410,411,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149411,462,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149412,343,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
1149413,381,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
1149414,244,NA,1,NA,2,NA,2,NA,1,NA,3,NA,3
1149415,373,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1149416,417,NA,1,NA,1,NA,2,NA,2,NA,2,NA,2
1149417,471,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1149418,412,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1149419,318,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1149420,425,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149421,487,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1149422,341,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1149423,368,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1149424,469,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1149425,550,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
1149426,247,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1158801,524,NA,2,NA,1,NA,3,NA,2,NA,2,NA,1
1158802,503,NA,3,NA,3,NA,3,NA,2,NA,2,NA,1
1158803,545,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1158804,382,NA,2,NA,2,NA,3,NA,3,NA,1,NA,2
1158805,501,NA,3,NA,2,NA,1,NA,3,NA,1,NA,2
1158806,410,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1158807,526,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1158808,NA,NA,1,NA,3,NA,NA,NA,1,NA,1,NA,1
1158809,591,NA,3,NA,2,NA,3,NA,3,NA,1,NA,2
1158810,413,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1158811,532,NA,2,NA,1,NA,2,NA,3,NA,1,NA,1
1158812,476,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1158813,411,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1158814,715,NA,3,NA,1,NA,2,NA,3,NA,2,NA,3
1158815,598,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1158816,444,NA,2,NA,2,NA,1,NA,3,NA,2,NA,2
1158817,787,NA,3,NA,1,NA,3,NA,2,NA,3,NA,2
1158818,848,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1158819,442,NA,3,NA,3,NA,1,NA,3,NA,2,NA,2
1158820,276,NA,1,NA,3,NA,2,NA,3,NA,2,NA,3
1158821,248,NA,1,NA,2,NA,2,NA,3,NA,2,NA,2
1158822,237,NA,1,NA,2,NA,3,NA,2,NA,1,NA,1
1158823,693,NA,3,NA,1,NA,3,NA,3,NA,2,NA,3
1158824,470,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3
1158825,368,NA,2,NA,2,NA,3,NA,2,NA,2,NA,2
1158826,429,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1158827,464,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
1158901,470,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1158902,743,NA,2,NA,1,NA,3,NA,2,NA,1,NA,1
1158903,620,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1158904,588,NA,3,NA,2,NA,3,NA,3,NA,3,NA,3
1158905,328,NA,2,NA,3,NA,3,NA,3,NA,1,NA,2
1158906,606,NA,2,NA,1,NA,3,NA,3,NA,3,NA,2
1158907,413,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1158908,314,NA,2,NA,3,NA,3,NA,3,NA,1,NA,3
1158909,234,NA,2,NA,3,NA,3,NA,3,NA,1,NA,3
1158910,478,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1158911,361,NA,2,NA,2,NA,2,NA,3,NA,3,NA,1
1158912,718,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
1158913,410,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1158914,335,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1158915,387,NA,2,NA,3,NA,2,NA,3,NA,2,NA,3
1158916,297,NA,2,NA,3,NA,3,NA,3,NA,3,NA,1
1158917,479,NA,2,NA,2,NA,3,NA,2,NA,1,NA,2
1158918,555,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1158919,499,NA,2,NA,1,NA,3,NA,2,NA,2,NA,1
1158920,513,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1158921,510,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
1158922,243,NA,1,NA,3,NA,3,NA,3,NA,1,NA,2
1158923,744,NA,3,NA,2,NA,3,NA,3,NA,3,NA,2
1158924,626,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
1158925,262,NA,1,NA,3,NA,2,NA,3,NA,1,NA,2
1158926,450,NA,3,NA,2,NA,2,NA,3,NA,2,NA,3
1158927,380,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2
1158928,521,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
1158929,388,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
1158930,423,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1158931,384,NA,2,NA,2,NA,3,NA,2,NA,2,NA,1
1158932,482,NA,3,NA,2,NA,3,NA,2,NA,2,NA,1
1158933,290,NA,2,NA,3,NA,2,NA,3,NA,3,NA,2
1158934,278,NA,1,NA,3,NA,2,NA,3,NA,2,NA,3
1158935,302,NA,1,NA,3,NA,1,NA,3,NA,3,NA,3
1149501,492,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
1149502,388,NA,1,NA,2,NA,3,NA,3,NA,2,NA,1
1149503,587,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1149504,344,NA,2,NA,3,NA,3,NA,3,NA,3,NA,1
1149505,452,NA,2,NA,2,NA,3,NA,3,NA,3,NA,1
1149506,630,NA,3,NA,1,NA,3,NA,3,NA,3,NA,1
1149507,391,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
1149508,590,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
1149509,544,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1149510,703,NA,2,NA,1,NA,3,NA,3,NA,3,NA,2
1149511,778,NA,3,NA,1,NA,3,NA,3,NA,3,NA,2
1149512,394,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1149513,2391,NA,3,NA,1,NA,3,NA,2,NA,3,NA,1
1149514,429,NA,1,NA,1,NA,3,NA,3,NA,3,NA,2
1149515,453,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
1149516,398,NA,1,NA,1,NA,1,NA,3,NA,2,NA,2
1149517,493,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149518,597,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1149519,419,NA,2,NA,2,NA,3,NA,3,NA,3,NA,2
1149520,359,NA,1,NA,2,NA,2,NA,3,NA,3,NA,2
1149521,350,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1149522,394,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149523,586,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149524,651,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1149525,385,NA,1,NA,1,NA,1,NA,3,NA,3,NA,1
1149526,532,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149527,387,NA,1,NA,1,NA,2,NA,2,NA,3,NA,1
1149528,522,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149529,463,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149530,535,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
1149531,537,NA,1,NA,1,NA,3,NA,3,NA,3,NA,2
1149532,438,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
1149533,470,NA,1,NA,1,NA,3,NA,3,NA,3,NA,2
1149534,513,NA,2,NA,1,NA,1,NA,3,NA,3,NA,2
1149535,301,NA,1,NA,1,NA,3,NA,3,NA,3,NA,2
1149536,290,NA,1,NA,1,NA,3,NA,3,NA,3,NA,1
1149537,356,NA,2,NA,3,NA,3,NA,3,NA,3,NA,1
1149538,298,NA,1,NA,2,NA,1,NA,2,NA,3,NA,2
1149539,572,NA,2,NA,1,NA,1,NA,2,NA,3,NA,2
1149540,405,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1149541,413,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2
1149542,630,NA,3,NA,1,NA,1,NA,1,NA,3,NA,2
1149543,333,NA,1,NA,2,NA,2,NA,2,NA,3,NA,2
1149544,365,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1149545,315,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1149546,566,NA,3,NA,2,NA,1,NA,2,NA,3,NA,2
1149547,209,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1149548,221,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1149549,260,NA,1,NA,3,NA,3,NA,3,NA,2,NA,1
1149550,342,NA,2,NA,3,NA,2,NA,3,NA,3,NA,3
1149551,358,NA,1,NA,1,NA,1,NA,3,NA,3,NA,3
1149552,409,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
1149553,461,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1149554,430,NA,1,NA,1,NA,2,NA,3,NA,3,NA,1
1149555,265,NA,1,NA,3,NA,2,NA,3,NA,2,NA,2
1149556,244,NA,1,NA,3,NA,1,NA,2,NA,3,NA,2
1149557,273,NA,1,NA,3,NA,3,NA,2,NA,3,NA,1
1149558,186,NA,1,NA,2,NA,1,NA,1,NA,3,NA,2
1149601,450,NA,2,NA,2,NA,2,NA,2,NA,3,NA,1
1149602,324,NA,1,NA,1,NA,2,NA,3,NA,2,NA,2
1149603,332,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1149604,386,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1149605,228,NA,1,NA,3,NA,1,NA,2,NA,2,NA,2
1149606,321,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1149607,340,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2
1149608,525,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
1149609,311,NA,1,NA,2,NA,2,NA,3,NA,3,NA,2
1149610,422,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1149611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149613,268,NA,1,NA,3,NA,1,NA,2,NA,3,NA,2
1149614,504,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1149615,502,NA,2,NA,1,NA,2,NA,2,NA,1,NA,1
1149616,343,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
1149617,459,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
1149618,669,NA,3,NA,1,NA,3,NA,3,NA,3,NA,3
1149619,386,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1149620,367,NA,1,NA,2,NA,1,NA,1,NA,3,NA,3
1149621,490,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1149622,593,NA,3,NA,2,NA,2,NA,3,NA,3,NA,2
1149623,442,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
1149624,511,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1149625,275,NA,1,NA,3,NA,3,NA,3,NA,1,NA,2
1149626,228,NA,1,NA,3,NA,3,NA,3,NA,1,NA,2
1149627,682,NA,3,NA,1,NA,2,NA,2,NA,2,NA,1
1149628,730,NA,3,NA,1,NA,3,NA,2,NA,3,NA,3
1149629,469,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1149630,472,NA,1,NA,1,NA,3,NA,2,NA,3,NA,2
1149631,508,NA,2,NA,1,NA,2,NA,1,NA,2,NA,2
1149632,474,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
1149633,472,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
1149634,402,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1149635,524,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1149636,287,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2
1149637,433,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149638,524,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1149639,258,NA,1,NA,3,NA,2,NA,1,NA,2,NA,2
1149640,440,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1
1149641,486,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1149642,424,NA,1,NA,1,NA,1,NA,2,NA,3,NA,3
1149643,424,NA,2,NA,2,NA,3,NA,2,NA,3,NA,2
1149644,408,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2
1149645,284,NA,1,NA,2,NA,2,NA,2,NA,3,NA,2
1149646,489,NA,1,NA,1,NA,2,NA,2,NA,2,NA,1
1149647,610,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
1149648,377,NA,1,NA,1,NA,1,NA,2,NA,3,NA,2
1149649,352,NA,1,NA,2,NA,3,NA,3,NA,3,NA,1
1149650,277,NA,1,NA,3,NA,1,NA,2,NA,3,NA,2
1149701,510,NA,2,NA,1,NA,1,NA,3,NA,3,NA,2
1149702,444,NA,1,NA,1,NA,1,NA,2,NA,3,NA,3
1149703,514,NA,1,NA,1,NA,3,NA,3,NA,3,NA,2
1149704,503,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
1149705,531,NA,2,NA,1,NA,2,NA,3,NA,3,NA,1
1149706,710,NA,1,NA,1,NA,3,NA,2,NA,2,NA,2
1149707,650,NA,1,NA,1,NA,3,NA,2,NA,2,NA,1
1149708,482,NA,1,NA,1,NA,3,NA,3,NA,2,NA,2
1149709,261,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
1149710,414,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149711,455,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149712,479,NA,2,NA,1,NA,2,NA,3,NA,2,NA,2
1149713,466,NA,2,NA,1,NA,1,NA,3,NA,3,NA,2
1149714,250,NA,1,NA,3,NA,2,NA,3,NA,3,NA,3
1149715,439,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1149716,437,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
1149717,1235,NA,2,NA,1,NA,3,NA,3,NA,3,NA,1
1149718,331,NA,1,NA,2,NA,2,NA,3,NA,1,NA,3
1149719,449,NA,3,NA,3,NA,2,NA,3,NA,2,NA,3
1149720,509,NA,2,NA,1,NA,3,NA,3,NA,2,NA,2
1149721,555,NA,1,NA,1,NA,3,NA,2,NA,1,NA,1
1149722,442,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
1149723,310,NA,1,NA,1,NA,1,NA,3,NA,1,NA,3
1149724,515,NA,2,NA,1,NA,3,NA,3,NA,3,NA,2
1149725,587,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149726,514,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149727,355,NA,1,NA,2,NA,3,NA,3,NA,3,NA,2
1149728,454,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149729,581,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149730,480,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2
1149731,483,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149732,366,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1149733,322,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
1149734,503,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149735,449,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149736,479,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149737,599,NA,2,NA,1,NA,2,NA,3,NA,3,NA,2
1149738,492,NA,1,NA,1,NA,2,NA,3,NA,3,NA,2
1149739,565,NA,2,NA,1,NA,1,NA,2,NA,3,NA,2
1149740,383,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149741,330,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
1149742,527,NA,2,NA,1,NA,1,NA,3,NA,3,NA,2
1149743,560,NA,3,NA,1,NA,2,NA,3,NA,3,NA,2
1149744,407,NA,2,NA,2,NA,1,NA,3,NA,3,NA,1
1149745,489,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1149746,348,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
1149747,398,NA,1,NA,1,NA,3,NA,3,NA,3,NA,2
1149748,240,NA,1,NA,3,NA,3,NA,3,NA,3,NA,2
1149749,250,NA,1,NA,2,NA,2,NA,3,NA,2,NA,3
1149750,520,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
1149751,525,NA,2,NA,1,NA,3,NA,3,NA,2,NA,1
1149752,376,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
1149753,330,NA,1,NA,1,NA,2,NA,2,NA,3,NA,2
1149754,262,NA,1,NA,1,NA,3,NA,3,NA,2,NA,2
1149801,373,NA,2,NA,2,NA,3,NA,1,NA,2,NA,2
1149802,567,NA,3,NA,3,NA,3,NA,3,NA,2,NA,2
1149803,492,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3
1149804,332,NA,2,NA,3,NA,1,NA,2,NA,3,NA,2
1149805,428,NA,2,NA,2,NA,1,NA,1,NA,3,NA,3
1149806,500,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3
1149807,374,NA,1,NA,2,NA,2,NA,2,NA,3,NA,3
1149808,146,NA,1,NA,3,NA,1,NA,1,NA,1,NA,2
1149809,395,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
1149810,748,NA,3,NA,1,NA,3,NA,2,NA,3,NA,3
1149811,181,NA,1,NA,3,NA,1,NA,3,NA,1,NA,2
1149812,397,NA,1,NA,1,NA,1,NA,2,NA,2,NA,3
1149813,516,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
1149814,413,NA,2,NA,1,NA,1,NA,1,NA,3,NA,2
1149815,242,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
1149816,435,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
1149817,558,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
1149818,370,NA,2,NA,2,NA,2,NA,1,NA,3,NA,3
1149819,463,NA,3,NA,3,NA,3,NA,3,NA,2,NA,3
1149820,477,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
1149821,260,NA,1,NA,2,NA,1,NA,2,NA,3,NA,3
1149822,338,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
1149823,242,NA,1,NA,3,NA,1,NA,3,NA,1,NA,3
1149824,613,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
1149825,346,NA,1,NA,1,NA,2,NA,1,NA,3,NA,3
1149826,417,NA,3,NA,3,NA,3,NA,2,NA,1,NA,3
1149827,364,NA,1,NA,1,NA,2,NA,2,NA,3,NA,3
1149828,364,NA,2,NA,2,NA,1,NA,2,NA,3,NA,2
1149829,481,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
1149830,464,NA,2,NA,2,NA,1,NA,1,NA,2,NA,3
1149831,497,NA,2,NA,1,NA,1,NA,1,NA,3,NA,3
1149832,249,NA,1,NA,3,NA,1,NA,1,NA,2,NA,3
1149833,482,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
1149834,530,NA,2,NA,1,NA,2,NA,2,NA,3,NA,2
1149835,346,NA,3,NA,3,NA,3,NA,3,NA,1,NA,2
1149901,338,NA,1,NA,2,NA,2,NA,1,NA,1,NA,2
1149902,491,NA,3,NA,2,NA,3,NA,1,NA,1,NA,1
1149903,411,NA,2,NA,2,NA,2,NA,1,NA,1,NA,3
1149904,603,NA,3,NA,2,NA,2,NA,2,NA,2,NA,3
1149905,482,NA,3,NA,3,NA,3,NA,2,NA,1,NA,3
1149906,407,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2
1149907,502,NA,3,NA,2,NA,2,NA,1,NA,1,NA,1
1149908,16,NA,1,NA,3,NA,1,NA,1,NA,1,NA,1
1149909,797,NA,3,NA,1,NA,3,NA,1,NA,1,NA,1
1149910,535,NA,2,NA,1,NA,3,NA,2,NA,2,NA,2
1149911,584,NA,3,NA,2,NA,2,NA,1,NA,2,NA,3
