"SA1","Population","Ethnicity-raw-count","Ethnicity-index","Ethnicity-raw-normalized","Ethnicity-norm-index","Mobility-raw-pct","Mobility-index","Generation-raw-SI","Generation-index","Income-raw-SI","Income-index","Education-raw-SI","Education-index"
2117510,460,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2117511,323,NA,2,NA,3,NA,2,NA,1,NA,2,NA,3
2117512,342,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2
2117513,463,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
2117514,536,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2117515,329,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
2117516,541,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
2117517,466,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
2117518,624,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
2117519,367,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
2117520,334,NA,2,NA,3,NA,2,NA,2,NA,2,NA,3
2117521,369,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
2117522,584,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
2117523,359,NA,3,NA,3,NA,2,NA,1,NA,3,NA,2
2117524,375,NA,2,NA,3,NA,2,NA,1,NA,3,NA,3
2117525,340,NA,3,NA,3,NA,1,NA,1,NA,3,NA,2
2117526,555,NA,3,NA,1,NA,2,NA,2,NA,3,NA,3
2117527,456,NA,3,NA,3,NA,1,NA,2,NA,1,NA,3
2117528,458,NA,3,NA,3,NA,1,NA,1,NA,2,NA,3
2117529,505,NA,3,NA,2,NA,2,NA,2,NA,3,NA,3
2117530,470,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2117531,355,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2117532,500,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
2117533,426,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2117534,411,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2117535,434,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
2117536,426,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2
2117537,311,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
2117538,311,NA,3,NA,3,NA,1,NA,1,NA,3,NA,3
2117539,448,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2117540,417,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
2117541,423,NA,2,NA,1,NA,1,NA,2,NA,2,NA,3
2117542,422,NA,2,NA,2,NA,1,NA,2,NA,3,NA,3
2117543,601,NA,3,NA,1,NA,1,NA,2,NA,3,NA,3
2117544,377,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
2117545,366,NA,3,NA,3,NA,3,NA,1,NA,2,NA,3
2117546,349,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2
2117547,209,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
2117548,292,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2
2117549,314,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
2117550,406,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
2117551,268,NA,1,NA,3,NA,1,NA,2,NA,3,NA,3
2117552,296,NA,1,NA,3,NA,2,NA,2,NA,3,NA,2
2117553,431,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3
2117554,439,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
2117555,521,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2117556,306,NA,2,NA,3,NA,2,NA,1,NA,3,NA,3
2117557,365,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
2117558,437,NA,3,NA,2,NA,2,NA,1,NA,3,NA,2
2117559,397,NA,3,NA,3,NA,3,NA,1,NA,2,NA,2
2117560,256,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2117561,221,NA,1,NA,3,NA,1,NA,2,NA,2,NA,3
2117562,462,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117601,323,NA,1,NA,2,NA,2,NA,1,NA,3,NA,1
2117602,578,NA,3,NA,2,NA,1,NA,1,NA,3,NA,1
2117603,385,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2117604,385,NA,3,NA,3,NA,2,NA,1,NA,3,NA,2
2117605,533,NA,3,NA,2,NA,2,NA,2,NA,3,NA,1
2117606,289,NA,2,NA,3,NA,2,NA,1,NA,3,NA,1
2117607,350,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2117608,597,NA,3,NA,1,NA,1,NA,2,NA,2,NA,1
2117609,304,NA,2,NA,3,NA,1,NA,1,NA,3,NA,3
2117610,432,NA,2,NA,2,NA,3,NA,2,NA,1,NA,3
2117611,326,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117612,575,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117613,478,NA,3,NA,2,NA,3,NA,1,NA,3,NA,2
2117614,413,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117615,574,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
2117616,609,NA,3,NA,1,NA,3,NA,1,NA,3,NA,1
2117617,367,NA,1,NA,1,NA,3,NA,2,NA,3,NA,2
2117618,199,NA,1,NA,3,NA,2,NA,1,NA,2,NA,3
2117619,410,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
2117620,325,NA,3,NA,3,NA,3,NA,1,NA,2,NA,2
2117621,359,NA,2,NA,3,NA,2,NA,1,NA,3,NA,1
2117622,467,NA,3,NA,3,NA,2,NA,2,NA,3,NA,2
2117623,407,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
2117624,330,NA,2,NA,3,NA,3,NA,2,NA,3,NA,1
2117625,545,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
2117626,268,NA,1,NA,3,NA,3,NA,1,NA,3,NA,2
2117627,457,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
2117628,400,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2117629,409,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2117630,497,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
2117631,526,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
2117632,373,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2117633,612,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
2117634,447,NA,2,NA,2,NA,3,NA,1,NA,2,NA,1
2117635,281,NA,2,NA,3,NA,2,NA,3,NA,3,NA,2
2117636,418,NA,3,NA,3,NA,3,NA,2,NA,3,NA,2
2117637,320,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117638,371,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2117639,349,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2117701,317,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2117702,455,NA,3,NA,3,NA,2,NA,2,NA,3,NA,1
2117703,466,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
2117704,310,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2117705,352,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2117706,278,NA,2,NA,3,NA,3,NA,2,NA,3,NA,1
2117707,509,NA,3,NA,3,NA,3,NA,2,NA,3,NA,1
2117708,349,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1
2117709,235,NA,1,NA,2,NA,2,NA,1,NA,3,NA,1
2117710,437,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
2117711,394,NA,3,NA,3,NA,2,NA,1,NA,2,NA,1
2117712,338,NA,2,NA,3,NA,2,NA,2,NA,1,NA,1
2117713,412,NA,2,NA,2,NA,2,NA,1,NA,3,NA,1
2117714,342,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1
2117715,222,NA,2,NA,3,NA,3,NA,3,NA,1,NA,1
2117716,205,NA,1,NA,3,NA,3,NA,1,NA,1,NA,1
2117717,386,NA,2,NA,2,NA,2,NA,1,NA,2,NA,1
2117718,274,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2117719,222,NA,2,NA,3,NA,2,NA,1,NA,1,NA,1
2117720,231,NA,2,NA,3,NA,3,NA,2,NA,2,NA,1
2117721,227,NA,1,NA,2,NA,2,NA,2,NA,3,NA,1
2117722,428,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2117723,473,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2117724,322,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2117725,398,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2117726,341,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2117727,261,NA,2,NA,3,NA,3,NA,2,NA,2,NA,1
2117728,408,NA,3,NA,3,NA,2,NA,2,NA,1,NA,1
2117729,265,NA,2,NA,3,NA,2,NA,1,NA,2,NA,2
2117730,510,NA,3,NA,2,NA,2,NA,1,NA,3,NA,1
2117731,321,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2117732,233,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2117733,305,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117734,337,NA,2,NA,3,NA,2,NA,1,NA,3,NA,1
2117735,306,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1
2117736,338,NA,2,NA,3,NA,2,NA,1,NA,1,NA,1
2117737,274,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
2117738,387,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2117739,256,NA,1,NA,3,NA,3,NA,1,NA,2,NA,1
2117740,625,NA,3,NA,1,NA,2,NA,1,NA,1,NA,1
2117741,555,NA,3,NA,2,NA,3,NA,1,NA,2,NA,1
2117742,587,NA,3,NA,1,NA,1,NA,1,NA,1,NA,1
2117743,382,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
2117744,281,NA,2,NA,3,NA,3,NA,2,NA,1,NA,2
2117745,627,NA,3,NA,1,NA,2,NA,1,NA,3,NA,2
2117746,406,NA,2,NA,2,NA,2,NA,1,NA,3,NA,1
2117747,300,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2117748,371,NA,1,NA,1,NA,2,NA,1,NA,2,NA,1
2117749,507,NA,2,NA,1,NA,2,NA,1,NA,3,NA,1
2117750,293,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2117751,276,NA,1,NA,3,NA,1,NA,2,NA,3,NA,1
2117752,645,NA,3,NA,1,NA,2,NA,1,NA,2,NA,1
2117753,326,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1
2117754,261,NA,1,NA,3,NA,2,NA,1,NA,1,NA,1
2117755,212,NA,2,NA,3,NA,3,NA,2,NA,2,NA,2
2117801,261,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2117802,226,NA,1,NA,3,NA,2,NA,2,NA,2,NA,1
2117803,388,NA,2,NA,2,NA,2,NA,1,NA,3,NA,2
2117804,432,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
2117805,534,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2117806,300,NA,3,NA,3,NA,1,NA,1,NA,1,NA,2
2117807,255,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1
2117808,301,NA,2,NA,3,NA,1,NA,1,NA,2,NA,1
2117809,329,NA,3,NA,3,NA,2,NA,1,NA,2,NA,1
2117810,296,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1
2117811,289,NA,2,NA,3,NA,1,NA,1,NA,3,NA,1
2117812,311,NA,3,NA,3,NA,2,NA,1,NA,3,NA,2
2117813,294,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1
2117814,324,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1
2117815,559,NA,3,NA,1,NA,2,NA,1,NA,3,NA,1
2117816,246,NA,1,NA,3,NA,2,NA,1,NA,3,NA,1
2117817,505,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117818,560,NA,3,NA,2,NA,3,NA,1,NA,2,NA,2
2117819,297,NA,2,NA,3,NA,1,NA,2,NA,3,NA,2
2117820,319,NA,1,NA,2,NA,1,NA,1,NA,3,NA,1
2117821,286,NA,2,NA,3,NA,1,NA,1,NA,2,NA,1
2117822,288,NA,2,NA,3,NA,3,NA,1,NA,3,NA,2
2117823,295,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2117824,385,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2117825,399,NA,2,NA,2,NA,2,NA,1,NA,2,NA,1
2117826,462,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
2117827,508,NA,3,NA,2,NA,2,NA,1,NA,3,NA,1
2117828,530,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2117829,572,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
2117830,253,NA,2,NA,3,NA,2,NA,2,NA,3,NA,2
2117831,511,NA,3,NA,2,NA,1,NA,1,NA,2,NA,1
2117832,287,NA,2,NA,3,NA,2,NA,1,NA,2,NA,1
2117833,564,NA,3,NA,2,NA,2,NA,1,NA,3,NA,1
2117834,445,NA,3,NA,3,NA,1,NA,1,NA,2,NA,2
2117835,466,NA,3,NA,2,NA,2,NA,1,NA,2,NA,1
2117836,475,NA,3,NA,3,NA,2,NA,1,NA,3,NA,2
2117837,382,NA,2,NA,3,NA,3,NA,1,NA,3,NA,2
2117838,456,NA,3,NA,2,NA,2,NA,1,NA,3,NA,2
2117839,490,NA,3,NA,2,NA,2,NA,1,NA,3,NA,1
2117840,412,NA,2,NA,2,NA,2,NA,1,NA,3,NA,1
2117841,219,NA,2,NA,3,NA,3,NA,1,NA,3,NA,2
2117842,396,NA,2,NA,2,NA,3,NA,1,NA,2,NA,1
2117843,324,NA,1,NA,2,NA,2,NA,1,NA,1,NA,2
2117901,446,NA,3,NA,3,NA,2,NA,2,NA,2,NA,2
2117902,265,NA,1,NA,3,NA,1,NA,2,NA,3,NA,1
2117903,274,NA,2,NA,3,NA,2,NA,2,NA,2,NA,1
2117904,451,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2117905,397,NA,2,NA,2,NA,1,NA,2,NA,3,NA,1
2117906,523,NA,3,NA,2,NA,2,NA,2,NA,2,NA,1
2117907,365,NA,3,NA,3,NA,3,NA,2,NA,3,NA,1
2117908,417,NA,3,NA,3,NA,2,NA,2,NA,2,NA,1
2117909,499,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1
2117910,498,NA,3,NA,3,NA,3,NA,2,NA,3,NA,1
2117911,465,NA,3,NA,3,NA,3,NA,2,NA,2,NA,1
2117912,257,NA,1,NA,2,NA,1,NA,2,NA,2,NA,1
2117913,297,NA,2,NA,3,NA,2,NA,3,NA,1,NA,1
2117914,426,NA,3,NA,3,NA,1,NA,2,NA,2,NA,1
2117915,561,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
2117916,502,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2117917,326,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2117918,390,NA,3,NA,3,NA,3,NA,2,NA,3,NA,1
2117919,340,NA,2,NA,3,NA,3,NA,2,NA,3,NA,2
2117920,333,NA,2,NA,3,NA,3,NA,2,NA,3,NA,1
2117921,141,NA,1,NA,3,NA,3,NA,3,NA,2,NA,1
2117922,254,NA,1,NA,2,NA,3,NA,2,NA,3,NA,1
2117923,566,NA,3,NA,2,NA,3,NA,2,NA,3,NA,1
2117924,233,NA,2,NA,3,NA,2,NA,2,NA,2,NA,2
2117925,454,NA,3,NA,2,NA,1,NA,1,NA,2,NA,2
2117926,474,NA,3,NA,2,NA,3,NA,2,NA,2,NA,2
2117927,325,NA,2,NA,3,NA,3,NA,3,NA,2,NA,1
2117928,247,NA,2,NA,3,NA,2,NA,2,NA,1,NA,1
2118001,312,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2118002,303,NA,2,NA,3,NA,3,NA,1,NA,3,NA,2
2118003,434,NA,2,NA,2,NA,3,NA,2,NA,3,NA,1
2118004,564,NA,2,NA,1,NA,3,NA,1,NA,3,NA,2
2118005,346,NA,1,NA,2,NA,3,NA,1,NA,3,NA,2
2118006,373,NA,2,NA,3,NA,3,NA,1,NA,3,NA,1
2118007,532,NA,3,NA,2,NA,3,NA,1,NA,3,NA,2
2118008,335,NA,1,NA,2,NA,2,NA,2,NA,2,NA,2
2118009,331,NA,1,NA,2,NA,2,NA,2,NA,2,NA,3
2118010,393,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2118011,417,NA,2,NA,2,NA,2,NA,1,NA,3,NA,2
2118012,469,NA,2,NA,1,NA,2,NA,2,NA,3,NA,3
2118013,561,NA,2,NA,1,NA,1,NA,2,NA,3,NA,1
2118014,557,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
2118015,299,NA,1,NA,2,NA,2,NA,2,NA,1,NA,2
2118016,458,NA,2,NA,1,NA,3,NA,2,NA,3,NA,2
2118017,371,NA,3,NA,3,NA,3,NA,2,NA,2,NA,2
2118101,622,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
2118102,417,NA,1,NA,1,NA,2,NA,2,NA,3,NA,1
2118103,381,NA,2,NA,2,NA,1,NA,3,NA,3,NA,2
2118104,367,NA,1,NA,1,NA,1,NA,3,NA,3,NA,2
2118105,240,NA,2,NA,3,NA,1,NA,1,NA,1,NA,1
2118106,582,NA,3,NA,2,NA,3,NA,2,NA,3,NA,2
2118107,465,NA,2,NA,2,NA,3,NA,1,NA,2,NA,1
2118108,374,NA,3,NA,3,NA,3,NA,1,NA,2,NA,2
2118109,328,NA,2,NA,3,NA,3,NA,1,NA,2,NA,2
2118110,475,NA,3,NA,3,NA,2,NA,2,NA,3,NA,1
2118111,607,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2118112,407,NA,3,NA,3,NA,3,NA,2,NA,3,NA,2
2118113,425,NA,3,NA,3,NA,1,NA,3,NA,3,NA,3
2118114,417,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2
2118115,356,NA,1,NA,2,NA,2,NA,3,NA,3,NA,2
2118116,496,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2118117,451,NA,3,NA,2,NA,3,NA,1,NA,2,NA,1
2118118,508,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
2118119,345,NA,2,NA,2,NA,3,NA,3,NA,2,NA,2
2118120,320,NA,2,NA,3,NA,3,NA,2,NA,3,NA,1
2118201,531,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
2118202,412,NA,3,NA,3,NA,2,NA,3,NA,3,NA,2
2118203,655,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2118204,763,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2118205,264,NA,1,NA,3,NA,3,NA,1,NA,3,NA,1
2118206,363,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2118207,638,NA,3,NA,2,NA,3,NA,1,NA,2,NA,1
2118208,390,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2118209,321,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2118210,312,NA,2,NA,3,NA,2,NA,1,NA,3,NA,1
2118211,303,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2118212,400,NA,3,NA,3,NA,3,NA,1,NA,2,NA,1
2118213,432,NA,3,NA,3,NA,2,NA,1,NA,3,NA,1
2118214,474,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2118215,389,NA,2,NA,3,NA,1,NA,2,NA,3,NA,1
2118216,410,NA,3,NA,3,NA,3,NA,1,NA,2,NA,2
2118217,351,NA,2,NA,2,NA,3,NA,1,NA,3,NA,1
2118218,384,NA,2,NA,3,NA,3,NA,1,NA,2,NA,1
2118219,637,NA,3,NA,2,NA,3,NA,1,NA,3,NA,1
2118220,520,NA,2,NA,1,NA,1,NA,3,NA,3,NA,1
2118221,526,NA,3,NA,2,NA,2,NA,1,NA,3,NA,1
2118222,377,NA,3,NA,3,NA,2,NA,2,NA,3,NA,1
2118223,353,NA,3,NA,3,NA,1,NA,2,NA,3,NA,1
2118224,595,NA,3,NA,2,NA,2,NA,2,NA,2,NA,1
2118225,654,NA,3,NA,2,NA,2,NA,2,NA,3,NA,2
2118226,559,NA,3,NA,2,NA,2,NA,1,NA,3,NA,2
2118227,367,NA,3,NA,3,NA,3,NA,1,NA,3,NA,1
2118301,321,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2118302,368,NA,3,NA,3,NA,1,NA,2,NA,2,NA,3
2118303,222,NA,1,NA,3,NA,1,NA,2,NA,3,NA,2
2118304,552,NA,3,NA,3,NA,1,NA,2,NA,3,NA,3
2118305,798,NA,3,NA,1,NA,3,NA,1,NA,2,NA,2
2118306,844,NA,3,NA,1,NA,3,NA,1,NA,2,NA,2
2118307,450,NA,2,NA,2,NA,1,NA,3,NA,3,NA,3
2118308,282,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2118309,264,NA,1,NA,3,NA,1,NA,2,NA,3,NA,2
2118310,547,NA,3,NA,1,NA,1,NA,2,NA,3,NA,3
2118311,408,NA,3,NA,3,NA,1,NA,2,NA,3,NA,2
2118312,629,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
2118313,453,NA,3,NA,2,NA,1,NA,2,NA,3,NA,3
2118314,783,NA,3,NA,1,NA,3,NA,2,NA,2,NA,2
2118315,442,NA,3,NA,3,NA,2,NA,1,NA,3,NA,2
2118316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118318,396,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2118319,518,NA,2,NA,1,NA,3,NA,1,NA,2,NA,2
2118320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118321,482,NA,3,NA,2,NA,1,NA,1,NA,3,NA,3
2118401,13,NA,1,NA,3,NA,3,NA,3,NA,1,NA,1
2118501,396,NA,2,NA,2,NA,3,NA,3,NA,2,NA,3
2118502,255,NA,1,NA,3,NA,3,NA,3,NA,3,NA,2
2118503,304,NA,1,NA,1,NA,2,NA,3,NA,3,NA,3
2118504,527,NA,2,NA,1,NA,3,NA,3,NA,3,NA,3
2118505,272,NA,1,NA,3,NA,1,NA,3,NA,2,NA,2
2118506,583,NA,3,NA,2,NA,2,NA,3,NA,2,NA,2
2118507,354,NA,2,NA,3,NA,2,NA,2,NA,3,NA,3
2118508,438,NA,1,NA,1,NA,1,NA,2,NA,3,NA,3
2118509,578,NA,2,NA,1,NA,1,NA,3,NA,3,NA,3
2118510,474,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
2118511,324,NA,1,NA,2,NA,3,NA,3,NA,3,NA,3
2118512,412,NA,2,NA,2,NA,3,NA,3,NA,2,NA,3
2118513,279,NA,1,NA,1,NA,2,NA,3,NA,1,NA,2
2118514,241,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
2118515,581,NA,3,NA,2,NA,3,NA,2,NA,3,NA,3
2118516,446,NA,3,NA,3,NA,3,NA,1,NA,3,NA,2
2118517,463,NA,3,NA,3,NA,2,NA,2,NA,3,NA,3
2118518,306,NA,2,NA,3,NA,1,NA,1,NA,2,NA,3
2118519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118520,519,NA,3,NA,2,NA,1,NA,3,NA,3,NA,3
2118521,301,NA,1,NA,1,NA,1,NA,3,NA,2,NA,3
2118522,252,NA,1,NA,3,NA,2,NA,3,NA,2,NA,3
2118523,306,NA,1,NA,2,NA,2,NA,3,NA,1,NA,2
2118524,649,NA,3,NA,1,NA,3,NA,2,NA,3,NA,3
2118525,422,NA,3,NA,3,NA,3,NA,2,NA,3,NA,3
2118526,394,NA,2,NA,2,NA,3,NA,3,NA,1,NA,2
2118527,327,NA,2,NA,3,NA,1,NA,2,NA,3,NA,3
2118528,232,NA,1,NA,1,NA,2,NA,2,NA,1,NA,1
2118529,302,NA,1,NA,2,NA,1,NA,2,NA,3,NA,2
2118530,244,NA,1,NA,3,NA,1,NA,2,NA,3,NA,3
2118601,356,NA,1,NA,2,NA,3,NA,2,NA,3,NA,3
2118602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118603,448,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2118604,576,NA,3,NA,2,NA,2,NA,3,NA,3,NA,3
2118605,437,NA,2,NA,2,NA,2,NA,2,NA,1,NA,3
2118606,393,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2118607,342,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3
2118608,371,NA,2,NA,3,NA,3,NA,3,NA,2,NA,3
2118609,351,NA,1,NA,2,NA,3,NA,2,NA,1,NA,2
2118610,546,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
2118611,301,NA,1,NA,2,NA,2,NA,3,NA,2,NA,2
2118612,420,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
2118613,442,NA,2,NA,2,NA,3,NA,3,NA,1,NA,3
2118614,212,NA,1,NA,3,NA,2,NA,2,NA,3,NA,3
2118615,297,NA,1,NA,3,NA,3,NA,3,NA,2,NA,3
2118616,475,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2118617,457,NA,2,NA,2,NA,3,NA,2,NA,3,NA,3
2118618,514,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2118619,370,NA,2,NA,2,NA,2,NA,3,NA,3,NA,3
2118620,431,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2118621,570,NA,3,NA,1,NA,3,NA,2,NA,3,NA,2
2118622,464,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3
2118623,575,NA,3,NA,2,NA,3,NA,2,NA,1,NA,3
2118624,302,NA,2,NA,3,NA,3,NA,3,NA,2,NA,3
2118625,483,NA,2,NA,1,NA,3,NA,3,NA,2,NA,3
2118626,570,NA,3,NA,1,NA,2,NA,3,NA,3,NA,2
2118627,410,NA,3,NA,3,NA,3,NA,2,NA,1,NA,3
2118628,439,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3
2118629,412,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3
2118630,528,NA,3,NA,2,NA,3,NA,3,NA,2,NA,3
2118631,479,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3
2118701,607,NA,3,NA,1,NA,2,NA,2,NA,3,NA,3
2118702,208,NA,1,NA,3,NA,1,NA,3,NA,1,NA,3
2118703,489,NA,3,NA,2,NA,1,NA,2,NA,2,NA,3
2118704,572,NA,3,NA,1,NA,2,NA,2,NA,2,NA,2
2118705,196,NA,1,NA,3,NA,2,NA,2,NA,3,NA,2
2118706,312,NA,1,NA,3,NA,2,NA,2,NA,2,NA,3
2118707,278,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2118708,547,NA,3,NA,2,NA,1,NA,3,NA,3,NA,3
2118709,559,NA,3,NA,1,NA,1,NA,2,NA,2,NA,3
2118710,423,NA,2,NA,2,NA,1,NA,2,NA,2,NA,3
2118711,461,NA,3,NA,3,NA,1,NA,2,NA,2,NA,3
2118712,330,NA,2,NA,3,NA,1,NA,2,NA,2,NA,3
2118713,202,NA,1,NA,3,NA,3,NA,2,NA,1,NA,1
2118801,353,NA,1,NA,2,NA,1,NA,3,NA,2,NA,2
2118802,408,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3
2118803,546,NA,2,NA,1,NA,1,NA,2,NA,3,NA,3
2118804,527,NA,2,NA,1,NA,2,NA,3,NA,3,NA,3
2118805,612,NA,3,NA,1,NA,2,NA,2,NA,3,NA,3
2118806,340,NA,1,NA,2,NA,2,NA,3,NA,3,NA,3
